m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,,,,,
840,United States of America,,231,"Hen eggs in shell, fresh",2008,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21431.01,Orange juice,2008,39.0115,39.0115,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21432,Grapefruit juice,2008,38.2684,38.2684,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21434,Grape juice,2008,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21435.01,Apple juice,2008,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,19,19%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,1359.9,"Other fruits, n.e.c.",2008,11,11%,,Retailing,Retail,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,2211,Raw milk of cattle,2008,12,12%,,Retailing,Retail,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,2211,Raw milk of cattle,2008,18,18%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,231,"Hen eggs in shell, fresh",2008,9,9%,,Retailing,Retail,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,231,"Hen eggs in shell, fresh",2008,14,14%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,34,34%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,23210.04,Sugar and syrups n.e.c.,2008,11,11%,,Retailing,Retail,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,23210.04,Sugar and syrups n.e.c.,2008,18,18%,,Consumption,Households,,,,Modelled Estimates,"J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,,,,,,
840,United States of America,,1211,Asparagus,2007,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2007,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2007,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2007,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2007,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2007,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2007,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2007,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1215,Spinach,2007,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1216,Artichokes,2007,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1221,Watermelons,2007,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1232,Cucumbers and gherkins,2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1233,Eggplants (aubergines),2007,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1234,Tomatoes,2007,15,15,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2007,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2007,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1239.01,Okra,2007,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1241.9,"Other beans, green",2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1241.9,"Other beans, green",2007,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1251,Carrots and turnips,2007,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1251,Carrots and turnips,2007,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1252,Green garlic,2007,19,19,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1270,Mushrooms and truffles,2007,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1290.01,Green corn (maize),2007,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1290.9,"Other vegetables, fresh n.e.c.",2007,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1311,Avocados,2007,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1316,"Mangoes, guavas and mangosteens",2007,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1317,Papayas,2007,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1318,Pineapples,2007,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2007,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2007,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1322,Lemons and limes,2007,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1322,Lemons and limes,2007,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1324,"Tangerines, mandarins, clementines",2007,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1330,Grapes,2007,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1341,Apples,2007,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1342.01,Pears,2007,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
